# t x y z qx qy qz qw
1726601366.177056074 3.490977658 0.058150386 0.651423960 -0.031013211 -0.112706931 -0.001478927 0.993143062
1726601366.179605961 3.549700751 0.059328078 0.664074371 -0.031020987 -0.113174269 -0.001456193 0.993089705
1726601366.182117939 3.608396540 0.060512230 0.676775531 -0.031027776 -0.113641506 -0.001433153 0.993036168
1726601366.184626102 3.667064948 0.061702844 0.689527379 -0.031033681 -0.114108628 -0.001409835 0.992982449
1726601366.187160969 3.725705901 0.062899921 0.702329853 -0.031038797 -0.114575622 -0.001386262 0.992928546
1726601366.189670086 3.784319324 0.064103465 0.715182893 -0.031043210 -0.115042473 -0.001362458 0.992874459
1726601366.192116022 3.842901993 0.065313416 0.728085699 -0.031046216 -0.115509168 -0.001338252 0.992820212
1726601366.194611073 3.901453841 0.066529774 0.741038194 -0.031047956 -0.115975694 -0.001313676 0.992765802
1726601366.197113991 3.959974801 0.067752539 0.754040306 -0.031048558 -0.116442037 -0.001288760 0.992711226
1726601366.199645996 4.018464806 0.068981710 0.767091958 -0.031048139 -0.116908185 -0.001263535 0.992656483
1726601366.202251911 4.076923792 0.070217287 0.780193076 -0.031046804 -0.117374125 -0.001238028 0.992601571
1726601366.204613924 4.135351691 0.071459269 0.793343584 -0.031044651 -0.117839844 -0.001212262 0.992546488
1726601366.207211018 4.193748438 0.072707655 0.806543408 -0.031041766 -0.118305333 -0.001186263 0.992491234
1726601366.209563971 4.252113968 0.073962443 0.819792471 -0.031038231 -0.118770580 -0.001160053 0.992435807
1726601366.212136984 4.310447257 0.075223614 0.833090467 -0.031033881 -0.119235573 -0.001133592 0.992380215
1726601366.214653015 4.368748242 0.076491164 0.846437315 -0.031028807 -0.119700301 -0.001106906 0.992324456
1726601366.217159986 4.427016861 0.077765091 0.859832935 -0.031023083 -0.120164754 -0.001080014 0.992268529
1726601366.219603062 4.485253052 0.079045394 0.873277248 -0.031016784 -0.120628923 -0.001052940 0.992212434
1726601366.222096920 4.543456752 0.080332070 0.886770172 -0.031009975 -0.121092798 -0.001025703 0.992156169
1726601366.224600077 4.601627901 0.081625117 0.900311629 -0.031002715 -0.121556369 -0.000998323 0.992099735
1726601366.227145910 4.659766436 0.082924531 0.913901536 -0.030995059 -0.122019628 -0.000970815 0.992043131
1726601366.229592085 4.717872296 0.084230310 0.927539814 -0.030987056 -0.122482567 -0.000943199 0.991986358
1726601366.232132912 4.775944369 0.085542429 0.941226117 -0.030978492 -0.122945177 -0.000915418 0.991929422
1726601366.234627962 4.833982595 0.086860883 0.954960359 -0.030969429 -0.123407448 -0.000887495 0.991872325
1726601366.237097979 4.891986917 0.088185670 0.968742455 -0.030959927 -0.123869376 -0.000859446 0.991815064
1726601366.239573956 4.949957278 0.089516785 0.982572318 -0.030950036 -0.124330950 -0.000831289 0.991757641
1726601366.242111921 5.007893621 0.090854225 0.996449862 -0.030939804 -0.124792166 -0.000803040 0.991700055
1726601366.244605064 5.065795888 0.092197986 1.010375001 -0.030929274 -0.125253015 -0.000774715 0.991642305
1726601366.247137070 5.123664024 0.093548063 1.024347646 -0.030918486 -0.125713492 -0.000746329 0.991584393
1726601366.249689102 5.181497971 0.094904453 1.038367711 -0.030907473 -0.126173591 -0.000717895 0.991526317
1726601366.252104044 5.239294992 0.096267089 1.052434416 -0.030895617 -0.126633303 -0.000689242 0.991468099
1726601366.254616976 5.297055036 0.097635967 1.066547662 -0.030883004 -0.127092623 -0.000660395 0.991409738
1726601366.257087946 5.354778056 0.099011079 1.080707351 -0.030869711 -0.127551543 -0.000631377 0.991351232
1726601366.259592056 5.412464004 0.100392421 1.094913382 -0.030855811 -0.128010059 -0.000602208 0.991292581
1726601366.262083054 5.470112830 0.101779985 1.109165658 -0.030841369 -0.128468164 -0.000572908 0.991233783
1726601366.264615059 5.527724489 0.103173765 1.123464078 -0.030826443 -0.128925855 -0.000543496 0.991174838
1726601366.267265081 5.585298932 0.104573755 1.137808544 -0.030811089 -0.129383124 -0.000513988 0.991115745
1726601366.269629955 5.642836112 0.105979949 1.152198955 -0.030795355 -0.129839967 -0.000484402 0.991056504
1726601366.272150040 5.700333081 0.107392268 1.166634441 -0.030778590 -0.130296377 -0.000454549 0.990997137
1726601366.274667025 5.757789801 0.108810706 1.181114889 -0.030760896 -0.130752349 -0.000424457 0.990937642
1726601366.277158976 5.815206232 0.110235253 1.195640188 -0.030742366 -0.131207877 -0.000394151 0.990878017
1726601366.279731035 5.872582336 0.111665900 1.210210226 -0.030723084 -0.131662956 -0.000363657 0.990818261
1726601366.282232046 5.929918075 0.113102639 1.224824892 -0.030703126 -0.132117581 -0.000332993 0.990758372
1726601366.284625053 5.987213412 0.114545461 1.239484073 -0.030682562 -0.132571749 -0.000302183 0.990698350
1726601366.287146091 6.044468309 0.115994355 1.254187658 -0.030661455 -0.133025453 -0.000271244 0.990638193
1726601366.289571047 6.101682730 0.117449313 1.268935535 -0.030639864 -0.133478691 -0.000240196 0.990577902
1726601366.292093039 6.158853359 0.118910243 1.283726695 -0.030617072 -0.133931454 -0.000208820 0.990517500
1726601366.294610023 6.215980171 0.120377132 1.298561014 -0.030593196 -0.134383737 -0.000177151 0.990456984
1726601366.297157049 6.273063137 0.121849969 1.313438365 -0.030568341 -0.134835535 -0.000145215 0.990396352
1726601366.299652100 6.330102230 0.123328744 1.328358625 -0.030542600 -0.135286842 -0.000113038 0.990335603
1726601366.302145958 6.387097423 0.124813442 1.343321669 -0.030516063 -0.135737656 -0.000080647 0.990274736
1726601366.304601908 6.444048689 0.126304053 1.358327372 -0.030488807 -0.136187970 -0.000048062 0.990213748
1726601366.307164907 6.500956003 0.127800564 1.373375610 -0.030460906 -0.136637781 -0.000015305 0.990152640
1726601366.309631109 6.557819337 0.129302963 1.388466258 -0.030432426 -0.137087083 0.000017604 0.990091409
1726601366.312139034 6.614637637 0.130811209 1.403598902 -0.030403190 -0.137535873 0.000050721 0.990030064
1726601366.314649105 6.671410880 0.132325290 1.418773414 -0.030373271 -0.137984144 0.000084024 0.989968602
1726601366.317143917 6.728139043 0.133845192 1.433989666 -0.030342741 -0.138431894 0.000117494 0.989907023
1726601366.319571018 6.784822104 0.135370901 1.449247529 -0.030311660 -0.138879117 0.000151112 0.989845327
1726601366.322077990 6.841460042 0.136902405 1.464546876 -0.030280089 -0.139325810 0.000184858 0.989783512
1726601366.324616909 6.898052835 0.138439689 1.479887579 -0.030248075 -0.139771969 0.000218719 0.989721578
1726601366.327100992 6.954600461 0.139982740 1.495269510 -0.030215668 -0.140217589 0.000252679 0.989659526
1726601366.329714060 7.011102899 0.141531543 1.510692542 -0.030182912 -0.140662669 0.000286723 0.989597354
1726601366.332146883 7.067558570 0.143086043 1.526156095 -0.030149490 -0.141107200 0.000320953 0.989535074
1726601366.334628105 7.123967458 0.144646223 1.541660037 -0.030115467 -0.141551181 0.000355351 0.989472686
1726601366.337110043 7.180329546 0.146212069 1.557204233 -0.030080906 -0.141994606 0.000389897 0.989410187
1726601366.339643002 7.236644820 0.147783566 1.572788550 -0.030045860 -0.142437472 0.000424575 0.989347579
1726601366.342101097 7.292913264 0.149360699 1.588412856 -0.030010382 -0.142879776 0.000459368 0.989284861
1726601366.344610929 7.349134862 0.150943453 1.604077016 -0.029974516 -0.143321514 0.000494263 0.989222032
1726601366.347316027 7.405309601 0.152531812 1.619780899 -0.029938304 -0.143762683 0.000529245 0.989159092
1726601366.349633932 7.461437465 0.154125761 1.635524371 -0.029901787 -0.144203279 0.000564303 0.989096041
1726601366.352109909 7.517518441 0.155725284 1.651307299 -0.029864997 -0.144643300 0.000599424 0.989032880
1726601366.354624033 7.573552514 0.157330366 1.667129552 -0.029827967 -0.145082741 0.000634597 0.988969609
1726601366.357110977 7.629539670 0.158940992 1.682990996 -0.029790726 -0.145521600 0.000669814 0.988906228
1726601366.359639883 7.685479898 0.160557146 1.698891499 -0.029753300 -0.145959874 0.000705063 0.988842737
1726601366.362173080 7.741373183 0.162178812 1.714830929 -0.029715713 -0.146397562 0.000740337 0.988779137
1726601366.364645004 7.797219513 0.163805974 1.730809154 -0.029677986 -0.146834660 0.000775628 0.988715428
1726601366.367157936 7.853018875 0.165438617 1.746826042 -0.029640141 -0.147271164 0.000810928 0.988651611
1726601366.369685888 7.908771258 0.167076725 1.762881459 -0.029602193 -0.147707074 0.000846229 0.988587687
1726601366.372137070 7.964476559 0.168720280 1.778975249 -0.029564140 -0.148142386 0.000881533 0.988523656
1726601366.374599934 8.020134767 0.170369265 1.795107276 -0.029525998 -0.148577099 0.000916833 0.988459519
1726601366.377193928 8.075745871 0.172023666 1.811277411 -0.029487783 -0.149011211 0.000952123 0.988395277
1726601366.379640102 8.131309861 0.173683465 1.827485521 -0.029449507 -0.149444719 0.000987398 0.988330930
1726601366.382112026 8.186826725 0.175348648 1.843731473 -0.029411183 -0.149877622 0.001022651 0.988266480
1726601366.384624958 8.242296455 0.177019198 1.860015136 -0.029372823 -0.150309917 0.001057878 0.988201926
1726601366.387093067 8.297719040 0.178695100 1.876336378 -0.029334437 -0.150741603 0.001093077 0.988137270
1726601366.389612913 8.353094471 0.180376336 1.892695067 -0.029296032 -0.151172680 0.001128240 0.988072513
1726601366.392163038 8.408422738 0.182062892 1.909091071 -0.029257620 -0.151603143 0.001163364 0.988007654
1726601366.394649982 8.463703833 0.183754752 1.925524260 -0.029219206 -0.152032995 0.001198447 0.987942696
1726601366.397171021 8.518937746 0.185451899 1.941994500 -0.029180798 -0.152462231 0.001233484 0.987877638
1726601366.399688005 8.574124471 0.187154318 1.958501661 -0.029142402 -0.152890852 0.001268474 0.987812482
1726601366.402141094 8.629263998 0.188861992 1.975045612 -0.029104022 -0.153318856 0.001303412 0.987747228
1726601366.404586077 8.684356321 0.190574906 1.991626220 -0.029065666 -0.153746242 0.001338295 0.987681876
1726601366.407147884 8.739401431 0.192293043 2.008243355 -0.029027336 -0.154173009 0.001373122 0.987616429
1726601366.409759045 8.794399322 0.194016388 2.024896886 -0.028989036 -0.154599157 0.001407892 0.987550887
1726601366.412077904 8.849349986 0.195744924 2.041586680 -0.028950771 -0.155024684 0.001442600 0.987485250
1726601366.414685011 8.904253418 0.197478636 2.058312608 -0.028912543 -0.155449590 0.001477245 0.987419519
1726601366.417069912 8.959109611 0.199217508 2.075074537 -0.028874356 -0.155873875 0.001511826 0.987353696
1726601366.419672012 9.013918559 0.200961523 2.091872338 -0.028836211 -0.156297538 0.001546342 0.987287780
1726601366.422156096 9.068680257 0.202710665 2.108705878 -0.028798110 -0.156720577 0.001580790 0.987221774
1726601366.424654961 9.123394699 0.204464919 2.125575028 -0.028760058 -0.157142994 0.001615169 0.987155676
1726601366.427098989 9.178061880 0.206224268 2.142479657 -0.028722053 -0.157564787 0.001649478 0.987089490
1726601366.429586887 9.232681795 0.207988697 2.159419633 -0.028684100 -0.157985957 0.001683716 0.987023214
1726601366.432077885 9.287254441 0.209758189 2.176394827 -0.028646197 -0.158406502 0.001717882 0.986956850
1726601366.434602022 9.341779812 0.211532729 2.193405107 -0.028608347 -0.158826424 0.001751975 0.986890399
1726601366.437160015 9.396257906 0.213312300 2.210450344 -0.028570551 -0.159245721 0.001785994 0.986823862
1726601366.439604998 9.450688718 0.215096886 2.227530406 -0.028532809 -0.159664394 0.001819939 0.986757239
1726601366.442333937 9.505072245 0.216886472 2.244645165 -0.028495123 -0.160082443 0.001853809 0.986690530
1726601366.444551945 9.559408484 0.218681041 2.261794489 -0.028457493 -0.160499866 0.001887603 0.986623738
1726601366.447201014 9.613697432 0.220480577 2.278978248 -0.028419918 -0.160916666 0.001921322 0.986556863
1726601366.449599981 9.667939088 0.222285065 2.296196313 -0.028382401 -0.161332843 0.001954964 0.986489904
1726601366.452097893 9.722133448 0.224094488 2.313448553 -0.028344940 -0.161748394 0.001988530 0.986422864
1726601366.454613924 9.776280512 0.225908831 2.330734839 -0.028307537 -0.162163323 0.002022019 0.986355743
1726601366.457189083 9.830380277 0.227728077 2.348055041 -0.028270191 -0.162577628 0.002055431 0.986288541
1726601366.459667921 9.884432741 0.229552210 2.365409029 -0.028232903 -0.162991309 0.002088767 0.986221260
1726601366.462167978 9.938437905 0.231381215 2.382796675 -0.028195672 -0.163404367 0.002122025 0.986153900
1726601366.464611053 9.992395767 0.233215075 2.400217848 -0.028158500 -0.163816803 0.002155207 0.986086461
1726601366.467133999 10.046306327 0.235053775 2.417672419 -0.028121384 -0.164228616 0.002188313 0.986018945
1726601366.469592094 10.100169585 0.236897298 2.435160259 -0.028084326 -0.164639806 0.002221341 0.985951353
1726601366.472131968 10.153985540 0.238745629 2.452681239 -0.028047325 -0.165050376 0.002254294 0.985883684
1726601366.474584103 10.207754194 0.240598751 2.470235230 -0.028010383 -0.165460324 0.002287171 0.985815940
1726601366.477087021 10.261475546 0.242456649 2.487822103 -0.027973498 -0.165869651 0.002319972 0.985748122
1726601366.479651928 10.315149597 0.244319307 2.505441729 -0.027936670 -0.166278358 0.002352697 0.985680230
1726601366.482120991 10.368776349 0.246186708 2.523093981 -0.027899899 -0.166686445 0.002385348 0.985612264
1726601366.484575987 10.422355803 0.248058838 2.540778728 -0.027863185 -0.167093912 0.002417924 0.985544226
1726601366.487127066 10.475887961 0.249935679 2.558495844 -0.027826527 -0.167500760 0.002450426 0.985476116
1726601366.489655972 10.529372825 0.251817217 2.576245200 -0.027789927 -0.167906989 0.002482855 0.985407935
1726601366.492113113 10.582810397 0.253703434 2.594026667 -0.027753382 -0.168312600 0.002515211 0.985339684
1726601366.494618893 10.636200679 0.255594316 2.611840118 -0.027716894 -0.168717594 0.002547495 0.985271362
1726601366.497129917 10.689543674 0.257489847 2.629685425 -0.027680462 -0.169121969 0.002579707 0.985202972
1726601366.499598980 10.742839385 0.259390010 2.647562460 -0.027644086 -0.169525730 0.002611847 0.985134514
1726601366.502065897 10.796087816 0.261294789 2.665471096 -0.027607766 -0.169928873 0.002643918 0.985065987
1726601366.504605055 10.849288970 0.263204170 2.683411204 -0.027571501 -0.170331401 0.002675919 0.984997394
1726601366.507174969 10.902442850 0.265118136 2.701382659 -0.027535292 -0.170733314 0.002707851 0.984928734
1726601366.509604931 10.955549461 0.267036671 2.719385333 -0.027499139 -0.171134612 0.002739715 0.984860008
1726601366.512120962 11.008608806 0.268959760 2.737419099 -0.027463042 -0.171535296 0.002771511 0.984791218
1726601366.514712095 11.061620891 0.270887386 2.755483830 -0.027426998 -0.171935366 0.002803241 0.984722363
1726601366.517148018 11.114585721 0.272819535 2.773579399 -0.027391011 -0.172334824 0.002834905 0.984653444
1726601366.519613028 11.167503299 0.274756189 2.791705680 -0.027355078 -0.172733668 0.002866505 0.984584462
1726601366.522079945 11.220373632 0.276697335 2.809862546 -0.027319201 -0.173131900 0.002898039 0.984515418
1726601366.524580002 11.273196725 0.278642955 2.828049871 -0.027283379 -0.173529521 0.002929511 0.984446312
1726601366.527156115 11.325972583 0.280593034 2.846267530 -0.027247612 -0.173926530 0.002960920 0.984377145
1726601366.529582977 11.378701214 0.282547556 2.864515396 -0.027211899 -0.174322929 0.002992268 0.984307917
1726601366.532181025 11.431382709 0.284506510 2.882793375 -0.027176263 -0.174718718 0.003023547 0.984238629
1726601366.534601927 11.484017077 0.286469879 2.901101343 -0.027140700 -0.175113897 0.003054759 0.984169281
1726601366.537157059 11.536604323 0.288437648 2.919439173 -0.027105210 -0.175508467 0.003085904 0.984099874
1726601366.539648056 11.589144453 0.290409801 2.937806742 -0.027069791 -0.175902428 0.003116984 0.984030409
1726601366.542117119 11.641637476 0.292386324 2.956203924 -0.027034443 -0.176295782 0.003148001 0.983960887
1726601366.544625044 11.694083398 0.294367199 2.974630595 -0.026999163 -0.176688527 0.003178956 0.983891307
1726601366.547133923 11.746482226 0.296352412 2.993086629 -0.026963952 -0.177080665 0.003209850 0.983821671
1726601366.549632072 11.798833968 0.298341948 3.011571904 -0.026928806 -0.177472196 0.003240684 0.983751979
1726601366.552162886 11.851138633 0.300335791 3.030086294 -0.026893727 -0.177863122 0.003271462 0.983682233
1726601366.554636955 11.903396227 0.302333925 3.048629677 -0.026858713 -0.178253440 0.003302183 0.983612432
1726601366.557091951 11.955606760 0.304336335 3.067201927 -0.026823765 -0.178643153 0.003332847 0.983542577
1726601366.559576988 12.007770239 0.306343006 3.085802921 -0.026788880 -0.179032261 0.003363459 0.983472670
1726601366.562089920 12.059886675 0.308353923 3.104432536 -0.026754059 -0.179420763 0.003394017 0.983402710
1726601366.564650059 12.111956075 0.310369069 3.123090648 -0.026719302 -0.179808662 0.003424523 0.983332699
1726601366.567116976 12.163978450 0.312388431 3.141777135 -0.026684608 -0.180195957 0.003454979 0.983262636
1726601366.569691896 12.215953808 0.314411992 3.160491873 -0.026649976 -0.180582648 0.003485385 0.983192523
1726601366.572160959 12.267882159 0.316439737 3.179234740 -0.026615407 -0.180968735 0.003515743 0.983122361
1726601366.574584961 12.319763513 0.318471652 3.198005612 -0.026580901 -0.181354220 0.003546055 0.983052149
1726601366.577080965 12.371597881 0.320507721 3.216804368 -0.026546458 -0.181739101 0.003576321 0.982981889
1726601366.579606056 12.423385272 0.322547928 3.235630886 -0.026512076 -0.182123380 0.003606541 0.982911582
1726601366.582096100 12.475125698 0.324592259 3.254485042 -0.026477758 -0.182507056 0.003636719 0.982841227
1726601366.584640980 12.526819169 0.326640699 3.273366716 -0.026443501 -0.182890131 0.003666853 0.982770825
1726601366.587145090 12.578465696 0.328693233 3.292275785 -0.026409307 -0.183272604 0.003696946 0.982700378
1726601366.589576960 12.630065290 0.330749845 3.311212128 -0.026375176 -0.183654476 0.003726999 0.982629886
1726601366.592097044 12.681617963 0.332810521 3.330175623 -0.026341107 -0.184035747 0.003757013 0.982559349
1726601366.594630003 12.733123726 0.334875245 3.349166150 -0.026307102 -0.184416416 0.003786986 0.982488769
1726601366.597121000 12.784582592 0.336944003 3.368183587 -0.026273160 -0.184796485 0.003816924 0.982418145
1726601366.599601030 12.835994573 0.339016781 3.387227814 -0.026239281 -0.185175954 0.003846826 0.982347478
1726601366.602144003 12.887359680 0.341093562 3.406298709 -0.026205466 -0.185554822 0.003876691 0.982276770
1726601366.604635000 12.938677926 0.343174332 3.425396153 -0.026171715 -0.185933091 0.003906522 0.982206020
1726601366.607139111 12.989949325 0.345259077 3.444520024 -0.026138029 -0.186310760 0.003936320 0.982135230
1726601366.609605074 13.041173888 0.347347781 3.463670204 -0.026104407 -0.186687828 0.003966085 0.982064400
1726601366.612108946 13.092351717 0.349440434 3.482846605 -0.026070871 -0.187064298 0.003995809 0.981993529
1726601366.614680052 13.143482823 0.351537021 3.502049110 -0.026037420 -0.187440169 0.004025493 0.981922620
1726601366.617135048 13.194567220 0.353637528 3.521277597 -0.026004053 -0.187815440 0.004055139 0.981851672
1726601366.619609118 13.245604922 0.355741939 3.540531949 -0.025970768 -0.188190114 0.004084749 0.981780686
1726601366.622095108 13.296595943 0.357850240 3.559812046 -0.025937566 -0.188564187 0.004114324 0.981709663
1726601366.624618053 13.347540296 0.359962417 3.579117769 -0.025904444 -0.188937663 0.004143865 0.981638603
1726601366.627079964 13.398437995 0.362078456 3.598449001 -0.025871402 -0.189310541 0.004173373 0.981567508
1726601366.629637957 13.449289055 0.364198341 3.617805622 -0.025838441 -0.189682820 0.004202849 0.981496377
1726601366.632167101 13.500093491 0.366322059 3.637187514 -0.025805558 -0.190054502 0.004232295 0.981425212
1726601366.634638071 13.550851316 0.368449595 3.656594560 -0.025772755 -0.190425584 0.004261712 0.981354013
1726601366.637105942 13.601562547 0.370580935 3.676026642 -0.025740030 -0.190796070 0.004291101 0.981282781
1726601366.639579058 13.652227198 0.372716065 3.695483642 -0.025707385 -0.191165958 0.004320463 0.981211517
1726601366.642107964 13.702845285 0.374854971 3.714965442 -0.025674817 -0.191535248 0.004349798 0.981140220
1726601366.644609928 13.753416822 0.376997638 3.734471925 -0.025642329 -0.191903940 0.004379108 0.981068893
1726601366.647142887 13.803941827 0.379144052 3.754002974 -0.025609919 -0.192272035 0.004408394 0.980997535
1726601366.649725914 13.854420314 0.381294200 3.773558472 -0.025577588 -0.192639533 0.004437657 0.980926146
1726601366.652105093 13.904852301 0.383448067 3.793138303 -0.025545335 -0.193006433 0.004466898 0.980854729
1726601366.654584885 13.955237802 0.385605639 3.812742350 -0.025513161 -0.193372737 0.004496116 0.980783283
1726601366.657105923 14.005576836 0.387766903 3.832370496 -0.025481067 -0.193738442 0.004525314 0.980711809
1726601366.659571886 14.055869418 0.389931844 3.852022625 -0.025449052 -0.194103551 0.004554492 0.980640308
1726601366.662100077 14.106115565 0.392100449 3.871698621 -0.025417116 -0.194468063 0.004583649 0.980568780
1726601366.664695978 14.156315296 0.394272704 3.891398369 -0.025385260 -0.194831977 0.004612789 0.980497227
1726601366.667176008 14.206468626 0.396448595 3.911121753 -0.025353485 -0.195195295 0.004641910 0.980425647
1726601366.669589043 14.256575573 0.398628109 3.930868657 -0.025321790 -0.195558016 0.004671015 0.980354044
1726601366.672075033 14.306636156 0.400811232 3.950638965 -0.025290176 -0.195920141 0.004700102 0.980282416
1726601366.674593925 14.356650391 0.402997949 3.970432564 -0.025258644 -0.196281668 0.004729172 0.980210764
1726601366.677146912 14.406618298 0.405188249 3.990249338 -0.025227194 -0.196642599 0.004758228 0.980139090
1726601366.679646015 14.456539894 0.407382116 4.010089172 -0.025195826 -0.197002933 0.004787268 0.980067394
